first_name,last_name,doi,putcode,source,type,journal,volume,number,pages,issn,publisher,title,publication_year,romeo_colour,url_for_pdf,times_cited,authors
Irene,Gregory-Eaves,10.1101/033282,51513723,Publons,other,,,,,,Cold Spring Harbor Laboratory,Fish population dynamics and diversity in boreal and temperate reservoirs: A quantitative synthesis,2015,,,1,Katrine Turgeon*Christopher T. Solomon*Christian Nozais*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.3389/fevo.2015.00084,51513728,Publons,journal-article,Frontiers in Ecology and Evolution,,,,2296-701X,Frontiers Media SA,"Tracking past changes in lake-water phosphorus with a 251-lake calibration dataset in British Columbia: tool development and application in a multiproxy assessment of eutrophication and recovery in Osoyoos Lake, a transboundary lake in Western North America",2015,green,https://www.frontiersin.org/articles/10.3389/fevo.2015.00084/pdf,13,Brian F. Cumming*Kathleen R. Laird*Irene Gregory-Eaves*Kyle G. Simpson*Michael A. Sokal*Rick N. Nordin*Ian R. Walker
Irene,Gregory-Eaves,10.1111/ele.12420,51513595,Publons,journal-article,Ecology Letters,18,4,375-384,1461-023X,Wiley,Acceleration of cyanobacterial dominance in north temperate-subarctic lakes during the Anthropocene,2015,yellow,,95,"Taranu, Z.E.*Gregory-Eaves, I.*Leavitt, P.R.*Bunting, L.*Buchaca, T.*Catalan, J.*Domaizon, I.*Guilizzoni, P.*Lami, A.*Mcgowan, S.*Moorhouse, H.*Morabito, G.*Pick, F.R.*Stevenson, M.A.*Thompson, P.L.*Vinebrooke, R.D."
Irene,Gregory-Eaves,10.1111/ELE.12420,59830242,Publons,journal-article,Ecology Letters,,,,1461-023X,Wiley,Acceleration of cyanobacterial dominance in north temperate-subarctic lakes during the Anthropocene,2015,yellow,,95,Rolf D. Vinebrooke*Mark A. Stevenson*Frances R. Pick*Suzanne McGowan*Andrea Lami*Jordi Catalan*Isabelle Domaizon*Peter R. Leavitt*Teresa Buchaca*Irene Gregory-Eaves*Patrick L. Thompson*Giuseppe Morabito*Heather Moorhouse*Piero Guilizzoni*Lynda Bunting*Zofia E. Taranu
Irene,Gregory-Eaves,10.1111/fwb.12478,51513579,Publons,journal-article,Freshwater Biology,60,2,267-281,0046-5070,Wiley,Are the landscape-level drivers of water column and surface sediment diatoms different?,2015,yellow,,10,"Winegardner, A.K.*Beisner, B.E.*Legendre, P.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1111/FWB.12478,59830257,Publons,journal-article,Freshwater Biology,,,,0046-5070,Wiley,Are the landscape-level drivers of water column and surface sediment diatoms different?,2015,yellow,,10,I. Gregory-Eaves*B. E. Beisner*A. K. Winegardner*Pierre Legendre
Irene,Gregory-Eaves,10.1890/ES14-00158.1,51513611,Publons,journal-article,Ecosphere,,,,2150-8925,Wiley,Macrophyte biomass predicts food chain length in shallow lakes http://www.esajournals.org/doi/pdf/10.1890/ES14-00158.1,2015,green,,23,"Ziegler, J.P.*Solomon, C.T.*Finney, B.P.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1890/es14-00158.1,51513727,Publons,journal-article,Ecosphere,6,1,art5,2150-8925,Wiley,Macrophyte biomass predicts food chain length in shallow lakes,2015,green,,23,Jacob P. Ziegler*Christopher T. Solomon*Bruce P. Finney*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.1890/ES14-00158.1,59830254,Publons,journal-article,Ecosphere,,,,2150-8925,Wiley,Macrophyte biomass predicts food chain length in shallow lakes,2015,green,,23,Irene Gregory-Eaves*Bruce P. Finney*Christopher T. Solomon*Jacob P. Ziegler
Irene,Gregory-Eaves,10.14430/arctic4487,51513618,Publons,journal-article,ARCTIC,68,2,153-168,1923-1245,The Arctic Institute of North America,Response of lacustrine biota to late holocene climate and environmental conditions in northernmost ungava (Canada),2015,,,4,"Saulnier-Talbot, É.*Larocque-Tobler, I.*Gregory-Eaves, I.*Pienitz, R."
Irene,Gregory-Eaves,10.14430/ARCTIC4487,59830253,Publons,journal-article,ARCTIC,,,,1923-1245,The Arctic Institute of North America,Response of Lacustrine Biota to Late Holocene Climate and Environmental Conditions in Northernmost Ungava (Canada),2015,,,4,"Pienitz, Reinhard*Larocque-Tobler, Isabelle*Saulnier-Talbot, Emilie*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1007/s10933-015-9839-1,51513575,Publons,journal-article,Journal of Paleolimnology,54,1,87-101,0921-2728,Springer Science and Business Media LLC,Temporal trends in cyanobacteria revealed through DNA and pigment analyses of temperate lake sediment cores,2015,green,,18,"Pal, S.*Gregory-Eaves, I.*Pick, F.R."
Irene,Gregory-Eaves,10.1007/S10933-015-9839-1,59830251,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Science and Business Media LLC,Temporal trends in cyanobacteria revealed through DNA and pigment analyses of temperate lake sediment cores,2015,green,,18,F. R. Pick*I. Gregory-Eaves*S. Pal
Irene,Gregory-Eaves,10.4319/lol.2014.igregory-eaves.idomaizon.7,51513729,Publons,journal-article,Limnology and Oceanography e-Lectures,4,2,1--54,2164-0254,Wiley,Analysis of DNA archived in lake sediments,2014,,,2,Irene Gregory-Eaves*Isabelle Domaizon
Irene,Gregory-Eaves,10.1139/cjfas-2014-0168,51513610,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,71,12,1830-1839,0706-652X,Canadian Science Publishing,Comparing predictive cyanobacterial models from temperate regions,2014,green,,13,"Beaulieu, M.*Pick, F.*Palmer, M.*Watson, S.*Winter, J.*Zurawell, R.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1139/CJFAS-2014-0168,59830249,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,,,,0706-652X,Canadian Science Publishing,Comparing predictive cyanobacterial models from temperate regions,2014,green,,13,Ron Zurawell*Irene Gregory-Eaves*Frances Pick*Michelle Palmer*Sue Watson*Marieke Beaulieu*Jenny Winter
Irene,Gregory-Eaves,10.1007/s10933-014-9802-6,51513635,Publons,journal-article,Journal of Paleolimnology,52,4,419-433,0921-2728,Springer Science and Business Media LLC,Defining drivers of nitrogen stable isotopes (δ<sup>15</sup>N) of surface sediments in temperate lakes,2014,green,,9,"Botrel, M.*Gregory-Eaves, I.*Maranger, R."
Irene,Gregory-Eaves,10.1007/S10933-014-9802-6,59830243,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Science and Business Media LLC,Defining drivers of nitrogen stable isotopes (delta N-15) of surface sediments in temperate lakes,2014,green,,9,"Maranger, Roxane*Botrel, Morgan*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1080/10402381.2013.865687,51513629,Publons,journal-article,Lake and Reservoir Management,30,1,11-22,1040-2381,Informa UK Limited,Insights for lake management gained when paleolimnological and water column monitoring studies are combined: A case study from Baptiste Lake,2014,green,,7,"Adams, K.E.*Taranu, Z.E.*Zurawell, R.*Cumming, B.F.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1080/10402381.2013.865687,59830252,Publons,journal-article,Lake and Reservoir Management,,,,1040-2381,Informa UK Limited,Insights for lake management gained when paleolimnological and water column monitoring studies are combined: A case study from Baptiste Lake,2014,green,,7,"Adams, Katrina E.*Cumming, Brian F.*Taranu, Zofia E.*Zurawell, Ron*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1007/s10933-014-9787-1,51513589,Publons,journal-article,Journal of Paleolimnology,52,3,185-200,0921-2728,Springer Science and Business Media LLC,"Proximity to ice fields and lake depth as modulators of paleoclimate records: a regional study from southwest Yukon, Canada",2014,green,,4,"Chen, G.*Selbie, D.T.*Griffiths, K.*Sweetman, J.N.*Botrel, M.*Taranu, Z.E.*Knops, S.*Bondy, J.*Michelutti, N.*Smol, J.P.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1007/S10933-014-9787-1,59830248,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Science and Business Media LLC,"Proximity to ice fields and lake depth as modulators of paleoclimate records: a regional study from southwest Yukon, Canada",2014,green,,4,Irene Gregory-Eaves*John P. Smol*Neal Michelutti*Jennifer Bondy*Sébastien Knops*Zofia E. Taranu*Morgan Botrel*Jon N. Sweetman*Katherine Griffiths*Daniel T. Selbie*Guangjie Chen
Irene,Gregory-Eaves,10.1371/journal.pone.0086561,51513576,Publons,journal-article,PLoS ONE,,,,1932-6203,Public Library of Science (PLoS),Small changes in climate can profoundly alter the dynamics and ecosystem services of tropical crater lakes,2014,green,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0086561&type=printable,24,"Saulnier-Talbot, É.*Gregory-Eaves, I.*Simpson, K.G.*Efitre, J.*Nowlan, T.E.*Taranu, Z.E.*Chapman, L.J."
Irene,Gregory-Eaves,10.1371/JOURNAL.PONE.0086561,59830250,Publons,journal-article,PLoS ONE,,,,1932-6203,Public Library of Science (PLoS),Small Changes in Climate Can Profoundly Alter the Dynamics and Ecosystem Services of Tropical Crater Lakes,2014,green,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0086561&type=printable,24,"Chapman, Lauren J.*Taranu, Zofia E.*Saulnier-Talbot, Emilie*Nowlan, Tobias E.*Efitre, Jackson*Simpson, Kyle G.*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1371/journal.pone.0057019,51513607,Publons,journal-article,PLoS ONE,,,,1932-6203,Public Library of Science (PLoS),Body Size Is a Significant Predictor of Congruency in Species Richness Patterns: A Meta-Analysis of Aquatic Studies,2013,green,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0057019&type=printable,12,"Velghe, K.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1371/JOURNAL.PONE.0057019,59830247,Publons,journal-article,PLoS ONE,,,,1932-6203,Public Library of Science (PLoS),Body Size Is a Significant Predictor of Congruency in Species Richness Patterns: A Meta-Analysis of Aquatic Studies,2013,green,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0057019&type=printable,12,"Velghe, Katherine*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1073/pnas.1212858110,51513590,Publons,journal-article,Proceedings of the National Academy of Sciences,110,5,1750-1755,0027-8424,Proceedings of the National Academy of Sciences,Centennial-scale fluctuations and regional complexity characterize Pacific salmon population dynamics over the past five centuries,2013,yellow,http://europepmc.org/articles/pmc3562799?pdf=render,30,"Rogers, L.A.*Schindler, D.E.*Lisi, P.J.*Holtgrieve, G.W.*Leavitt, P.R.*Bunting, L.*Finney, B.P.*Selbie, D.T.*Chen, G.*Gregory-Eaves, I.*Lisac, M.J.*Walsh, P.B."
Irene,Gregory-Eaves,10.1073/PNAS.1212858110,59830245,Publons,journal-article,Proceedings of the National Academy of Sciences,,,,0027-8424,Proceedings of the National Academy of Sciences,Centennial-scale fluctuations and regional complexity characterize Pacific salmon population dynamics over the past five centuries,2013,yellow,http://europepmc.org/articles/pmc3562799?pdf=render,30,B. P. Finney*G. W. Holtgrieve*L. A. Rogers*P. J. Lisi*P. B. Walsh*M. J. Lisac*I. Gregory-Eaves*G. Chen*D. T. Selbie*L. Bunting*P. R. Leavitt*D. E. Schindler
Irene,Gregory-Eaves,10.1007/s10933-013-9737-3,51513630,Publons,journal-article,Journal of Paleolimnology,50,4,447-456,0921-2728,Springer Science and Business Media LLC,Changes in submerged macrophyte abundance altered diatom and chironomid assemblages in a shallow lake,2013,green,,8,"Vermaire, J.C.*Greffard, M.-H.*Saulnier-Talbot, É.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1007/S10933-013-9737-3,59830246,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Science and Business Media LLC,Changes in submerged macrophyte abundance altered diatom and chironomid assemblages in a shallow lake,2013,green,,8,"Saulnier-Talbot, Emilie*Greffard, Marie-Helene*Vermaire, Jesse C.*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.4319/lo.2013.58.5.1736,51513582,Publons,journal-article,Limnology and Oceanography,58,5,1736-1746,0024-3590,Wiley,Nutrients and water temperature are significant predictors of cyanobacterial biomass in a 1147 lakes data set,2013,yellow,,74,"Beaulieu, M.*Pick, F.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.4319/LO.2013.58.5.1736,59830244,Publons,journal-article,Limnology and Oceanography,,,,0024-3590,Wiley,Nutrients and water temperature are significant predictors of cyanobacterial biomass in a 1147 lakes data set,2013,yellow,,74,Marieke Beaulieu*Frances Pick*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.1111/fwb.12017,51513613,Publons,journal-article,Freshwater Biology,57,11,2378-2389,0046-5070,Wiley,Declines in littoral species richness across both spatial and temporal nutrient gradients: A palaeolimnological study of two taxonomic groups,2012,yellow,,9,"Velghe, K.*Vermaire, J.C.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1111/FWB.12017,59830238,Publons,journal-article,Freshwater Biology,,,,0046-5070,Wiley,Declines in littoral species richness across both spatial and temporal nutrient gradients: a palaeolimnological study of two taxonomic groups,2012,yellow,,9,IRENE GREGORY-EAVES*JESSE C. VERMAIRE*KATHERINE VELGHE
Irene,Gregory-Eaves,10.1139/F2011-169,51513593,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,69,3,511-524,0706-652X,Canadian Science Publishing,"Diatom-inferred decline of macrophyte abundance in lakes of southern Quebec, Canada",2012,green,,8,"Vermaire, J.C.*Prairie, Y.T.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1139/f2011-169,51513758,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,69,3,511--524,0706-652X,Canadian Science Publishing,"Diatom-inferred decline of macrophyte abundance in lakes of southern Quebec, Canada",2012,green,,8,Jesse C. Vermaire*Yves T. Prairie*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.1139/F2011-169,59830241,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,,,,0706-652X,Canadian Science Publishing,"Diatom-inferred decline of macrophyte abundance in lakes of southern Quebec, Canada",2012,green,,8,Irene Gregory-Eaves*Yves T. Prairie*Jesse C. Vermaire
Irene,Gregory-Eaves,10.1111/gcb.12015,51513621,Publons,journal-article,Global Change Biology,18,12,3477-3490,1354-1013,Wiley,Predicting cyanobacterial dynamics in the face of global change: The importance of scale and environmental context,2012,yellow,,57,"Taranu, Z.E.*Zurawell, R.W.*Pick, F.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1111/GCB.12015,59830239,Publons,journal-article,Global Change Biology,,,,1354-1013,Wiley,Predicting cyanobacterial dynamics in the face of global change: the importance of scale and environmental context,2012,yellow,,57,Irene Gregory-Eaves*Frances Pick*Ron W. Zurawell*Zofia E. Taranu
Irene,Gregory-Eaves,10.1007/s10933-012-9581-x,51513614,Publons,journal-article,Journal of Paleolimnology,47,4,561-581,0921-2728,Springer Science and Business Media LLC,Sub-fossil chironomids are significant indicators of turbidity in shallow lakes of northeastern USA,2012,green,,8,"Greffard, M.-H.*Saulnier-Talbot, E.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1007/S10933-012-9581-X,59830240,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Science and Business Media LLC,Sub-fossil chironomids are significant indicators of turbidity in shallow lakes of northeastern USA,2012,green,,8,"Greffard, Marie-Helene*Saulnier-Talbot, Emilie*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1126/science.1212267,51513624,Publons,journal-article,Science,334,6062,1545-1548,0036-8075,American Association for the Advancement of Science (AAAS),A coherent signature of anthropogenic nitrogen deposition to remote watersheds of the Northern Hemisphere,2011,green,,184,"Holtgrieve, G.W.*Schindler, D.E.*Hobbs, W.O.*Leavitt, P.R.*Ward, E.J.*Bunting, L.*Chen, G.*Finney, B.P.*Gregory-Eaves, I.*Holmgren, S.*Lisac, M.J.*Lisi, P.J.*Nydick, K.*Rogers, L.A.*Saros, J.E.*Selbie, D.T.*Shapley, M.D.*Walsh, P.B.*Wolfe, A.P."
Irene,Gregory-Eaves,10.1126/SCIENCE.1212267,59830228,Publons,journal-article,Science,,,,0036-8075,American Association for the Advancement of Science (AAAS),A Coherent Signature of Anthropogenic Nitrogen Deposition to Remote Watersheds of the Northern Hemisphere,2011,green,,184,M. J. Lisac*A. P. Wolfe*P. B. Walsh*M. D. Shapley*D. T. Selbie*J. E. Saros*L. A. Rogers*K. Nydick*P. J. Lisi*S. Holmgren*I. Gregory-Eaves*B. P. Finney*G. Chen*L. Bunting*E. J. Ward*P. R. Leavitt*W. O. Hobbs*D. E. Schindler*G. W. Holtgrieve
Irene,Gregory-Eaves,10.1016/j.ecolind.2011.03.024,51513634,Publons,journal-article,Ecological Indicators,11,6,1541-1551,1470-160X,Elsevier BV,A comparative analysis of fine versus coarse taxonomic resolution in benthic chironomid community analyses,2011,green,,17,"Greffard, M.-H.*Saulnier-Talbot, E.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1016/J.ECOLIND.2011.03.024,59830237,Publons,journal-article,Ecological Indicators,,,,1470-160X,Elsevier BV,A comparative analysis of fine versus coarse taxonomic resolution in benthic chironomid community analyses,2011,green,,17,"Greffard, Marie-Helene*Saulnier-Talbot, Emilie*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1080/07438141.2011.629768,51513619,Publons,journal-article,Lake and Reservoir Management,27,4,355-364,1040-2381,Informa UK Limited,Conservation of a transboundary lake: Historical watershed and paleolimnological analyses can inform management strategies,2011,green,https://www.tandfonline.com/doi/pdf/10.1080/07438141.2011.629768?needAccess=true,3,"Shaw Chraïbi, V.L.*Bennett, E.M.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1080/07438141.2011.629768,59830230,Publons,journal-article,Lake and Reservoir Management,,,,1040-2381,Informa UK Limited,Conservation of a transboundary lake: Historical watershed and paleolimnological analyses can inform management strategies,2011,green,https://www.tandfonline.com/doi/pdf/10.1080/07438141.2011.629768?needAccess=true,3,Irene Gregory-Eaves*Elena M. Bennett*Victoria L. Shaw Chraïbi
Irene,Gregory-Eaves,10.1127/1863-9135/2011/0179-0051,51513583,Publons,journal-article,Fundamental and Applied Limnology / Archiv für Hydrobiologie,179,1,51-66,1863-9135,Schweizerbart,"Historical seabird population dynamics and their effects on Arctic pond ecosystems: A multi-proxy paleolimnological study from Cape Vera, Devon Island, Arctic Canada",2011,yellow,,19,"Keatley, B.E.*Blais, J.M.*Douglas, M.S.V.*Gregory-Eaves, I.*Mallory, M.L.*Michelutti, N.*Smol, J.P."
Irene,Gregory-Eaves,10.1127/1863-9135/2011/0179-0051,59830236,Publons,journal-article,Fundamental and Applied Limnology / Archiv für Hydrobiologie,,,,1863-9135,Schweizerbart,"Historical seabird population dynamics and their effects on Arctic pond ecosystems: a multi-proxy paleolimnological study from Cape Vera, Devon Island, Arctic Canada",2011,yellow,,19,John P. Smol*Neal Michelutti*Mark L. Mallory*Irene Gregory-Eaves*Marianne S. V. Douglas*Jules M. Blais*Bronwyn E. Keatley
Irene,Gregory-Eaves,10.1371/journal.pone.0015913,51513631,Publons,journal-article,PLoS ONE,,,,1932-6203,Public Library of Science (PLoS),Land-use legacies are important determinants of lake eutrophication in the anthropocene,2011,green,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0015913&type=printable,29,"Keatley, B.E.*Bennett, E.M.*MacDonald, G.K.*Taranu, Z.E.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1371/JOURNAL.PONE.0015913,59830235,Publons,journal-article,PLoS ONE,,,,1932-6203,Public Library of Science (PLoS),Land-Use Legacies Are Important Determinants of Lake Eutrophication in the Anthropocene,2011,green,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0015913&type=printable,29,Irene Gregory-Eaves*Zofia E. Taranu*Graham K. MacDonald*Elena M. Bennett*Bronwyn E. Keatley
Irene,Gregory-Eaves,10.1111/j.1600-0706.2011.19042.x,51513581,Publons,journal-article,Oikos,120,9,1317-1326,0030-1299,Wiley,Long-term zooplankton responses to nutrient and consumer subsidies arising from migratory sockeye salmon (Oncorhynchus nerka),2011,yellow,,10,"Chen, G.*Selbie, D.T.*Finney, B.P.*Schindler, D.E.*Bunting, L.*Leavitt, P.R.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1111/J.1600-0706.2011.19042.X,59830231,Publons,journal-article,Oikos,,,,0030-1299,Wiley,Long-term zooplankton responses to nutrient and consumer subsidies arising from migratory sockeye salmon Oncorhynchus nerka,2011,yellow,,10,Lynda Bunting*Daniel T. Selbie*Guangjie Chen*Irene Gregory-Eaves*Peter R. Leavitt*Daniel E. Schindler*Bruce P. Finney
Irene,Gregory-Eaves,10.1111/j.1365-2427.2011.02677.x,51513597,Publons,journal-article,Freshwater Biology,56,12,2653-2661,0046-5070,Wiley,Palaeolimnological insights for biodiversity science: An emerging field,2011,yellow,,35,"Gregory-Eaves, I.*Beisner, B.E."
Irene,Gregory-Eaves,10.1111/J.1365-2427.2011.02677.X,59830232,Publons,journal-article,Freshwater Biology,,,,0046-5070,Wiley,Palaeolimnological insights for biodiversity science: an emerging field,2011,yellow,,35,BEATRIX E. BEISNER*IRENE GREGORY-EAVES
Irene,Gregory-Eaves,10.1111/j.1365-2427.2010.02496.x,51513623,Publons,journal-article,Freshwater Biology,56,2,292-301,0046-5070,Wiley,Salmon-derived nutrients drive diatom beta-diversity patterns,2011,yellow,,5,"Chen, G.*Saulnier-Talbot, E.*Selbie, D.T.*Brown, E.*Schindler, D.E.*Bunting, L.*Leavitt, P.R.*Finney, B.P.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1111/J.1365-2427.2010.02496.X,59830234,Publons,journal-article,Freshwater Biology,,,,0046-5070,Wiley,Salmon-derived nutrients drive diatom beta-diversity patterns,2011,yellow,,5,IRENE GREGORY-EAVES*BRUCE P. FINNEY*PETER R. LEAVITT*LYNDA BUNTING*DANIEL E. SCHINDLER*ERIKA BROWN*DANIEL T. SELBIE*EMILIE SAULNIER-TALBOT*GUANGJIE CHEN
Irene,Gregory-Eaves,10.1111/j.1529-8817.2011.01069.x,51513606,Publons,journal-article,Journal of Phycology,47,6,1230-1240,0022-3646,Wiley,The influence of submerged macrophytes on sedimentary diatom assemblages,2011,yellow,,15,"Vermaire, J.C.*Prairie, Y.T.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1111/J.1529-8817.2011.01069.X,59830229,Publons,journal-article,Journal of Phycology,,,,0022-3646,Wiley,THE INFLUENCE OF SUBMERGED MACROPHYTES ON SEDIMENTARY DIATOM ASSEMBLAGES,2011,yellow,,15,Yves T. Prairie*Irene Gregory-Eaves*Jesse C. Vermaire
Irene,Gregory-Eaves,10.1139/F10-058,51513601,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,67,8,1262-1273,0706-652X,Canadian Science Publishing,Phosphorus and land-use changes are significant drivers of cladoceran community composition and diversity: An analysis over spatial and temporal scales,2010,green,,11,"Albert, M.R.*Chen, G.*MacDonald, G.K.*Vermaire, J.C.*Bennett, E.M.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1139/f10-058,51513774,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,67,8,1262--1273,0706-652X,Canadian Science Publishing,Phosphorus and land-use changes are significant drivers of cladoceran community composition and diversity: an analysis over spatial and temporal scales,2010,green,,11,Marc Richard Albert*Guangjie Chen*Graham K. MacDonald*Jesse C. Vermaire*Elena M. Bennett*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.1139/F10-058,59830227,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,,,,0706-652X,Canadian Science Publishing,Phosphorus and land-use changes are significant drivers of cladoceran community composition and diversity: an analysis over spatial and temporal scales,2010,green,,11,Irene Gregory-Eaves*Elena M. Bennett*Jesse C. Vermaire*Graham K. MacDonald*Guangjie Chen*Marc Richard Albert
Irene,Gregory-Eaves,10.1017/CBO9780511763175.027,51514334,Publons,book,,,,,,Cambridge University Press,"Tracking fish, seabirds, and wildlife population dynamics with diatoms and other limnological indicators",2010,,,,
Irene,Gregory-Eaves,10.1017/cbo9780511763175.027,51513882,Publons,other,,,,,,Cambridge University Press,"Tracking fish, seabirds, and wildlife population dynamics with diatoms and other limnological indicators",,,,,Irene Gregory-Eaves*Bronwyn E. Keatley*John P. Smol*Eugene F. Stoermer
Irene,Gregory-Eaves,10.1017/CBO9780511763175.027,51513571,Publons,book,,,,,,Cambridge University Press,"Tracking fish, seabirds, and wildlife population dynamics with diatoms and other limnological indicators",2010,,,,"Gregory-Eaves, I.*Keatley, B.E.*Keatley, B.E."
Irene,Gregory-Eaves,10.1007/s10933-008-9257-8,51513637,Publons,journal-article,Journal of Paleolimnology,41,1,57-75,0921-2728,Springer Science and Business Media LLC,"A 2000 year record of climatic change at Ongoke Lake, southwest Alaska",2009,green,,18,"Chipman, M.L.*Clarke, G.H.*Clegg, B.F.*Gregory-Eaves, I.*Hu, F.S."
Irene,Gregory-Eaves,10.1007/S10933-008-9257-8,59830225,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Science and Business Media LLC,"A 2000 year record of climatic change at Ongoke Lake, southwest Alaska",2009,green,,18,"Hu, Feng Sheng*Clegg, Benjamin F.*Clarke, Gina H.*Chipman, Melissa L.*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1007/s00027-009-0120-4,51513608,Publons,journal-article,Aquatic Sciences,72,1,97-115,1015-1621,Springer Science and Business Media LLC,Contrasting responses of dimictic and polymictic lakes to environmental change: A spatial and temporal study,2009,green,,12,"Taranu, Z.E.*Köster, D.*Hall, R.I.*Charette, T.*Forrest, F.*Cwynar, L.C.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1007/S00027-009-0120-4,59830226,Publons,journal-article,Aquatic Sciences,,,,1015-1621,Springer Science and Business Media LLC,Contrasting responses of dimictic and polymictic lakes to environmental change: a spatial and temporal study,2010,green,,12,Irene Gregory-Eaves*Les C. Cwynar*Francine Forrest*Theo Charette*Dörte Köster*Zofia Ecaterina Taranu*Roland I Hall
Irene,Gregory-Eaves,10.4319/lo.2009.54.5.1733,51513636,Publons,journal-article,Limnology and Oceanography,54,5,1733-1745,0024-3590,Wiley,"Ecological, landscape, and climatic regulation of sediment geochemistry in North American sockeye salmon nursery lakes: Insights for paleoecological salmon investigations",2009,yellow,,11,"Selbie, D.T.*Finney, B.P.*Barto, D.*Bunting, L.*Chen, G.*Leavitt, P.R.*Maclsaac, E.A.*Schindler, D.E.*Shapley, M.D.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.4319/LO.2009.54.5.1733,59830221,Publons,journal-article,Limnology and Oceanography,,,,0024-3590,Wiley,"Ecological, landscape, and climatic regulation of sediment geochemistry in North American sockeye salmon nursery lakes: Insights for paleoecological salmon investigations",2009,yellow,,11,Irene Gregory-Eavesa*Peter R. Leavitt*Mark D. Shapley*Daniel E. Schindler*Erland A. MacIsaac*Daniel T. Selbie*Guangjie Chen*Lynda Bunting*David Barto*Bruce P. Finney
Irene,Gregory-Eaves,10.1016/j.scitotenv.2008.11.028,51513592,Publons,journal-article,The Science of The Total Environment,407,6,1977-1989,0048-9697,Elsevier BV,Historical analysis of salmon-derived polychlorinated biphenyls (PCBs) in lake sediments,2009,green,,8,"Krümmel, E.M.*Scheer, M.*Gregory-Eaves, I.*Macdonald, R.W.*Kimpe, L.E.*Smol, J.P.*Finney, B.*Blais, J.M."
Irene,Gregory-Eaves,10.1016/J.SCITOTENV.2008.11.028,59830224,Publons,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,Historical analysis of salmon-derived polychlorinated biphenyls (PCBs) in lake sediments,2009,green,,8,Bruce Finney*Michael Scheer*Eva M. Krümmel*Jules M. Blais*John P. Smol*Lynda E. Kimpe*Robie W. Macdonald*Irene Gregory-Eaves
